id	summary
31000145920	Sets out how many licenses a network-processing cluster needs: every worker node must be activated with its own Professional license, while the controlling server needs none. A 1-server/10-worker setup therefore needs 10 licenses (node-locked, a floating license of count 10, or a mix); the client that launches processing also needs a license, though a machine used as both worker and client needs only one.
31000156493	A tutorial on combining the MakeItAccurate GNSS post-processing service with Metashape to reach roughly 2-3 cm accuracy from DJI RTK drone data without a base station (using PPP corrections). It covers recording the required raw satellite files in flight, processing the PPK job (choosing a coordinate system, optionally adding base-station data), importing the resulting ellipsoidal-height coordinates into the Reference pane with Accuracy on and Rotation off, and aligning with Reference preselection plus an extra Fit k4 optimization for the Phantom 4 RTK lens.
31000157018	How to use Metashape together with the external BINGO bundle-adjustment package. After aligning images and adding control points in Metashape, the tie points are thinned (limit around 1000 per image), a BINGO project is exported via Export Cameras (.dat, X-axis along flight), SAMBA thinning and iterative Bingo/Skip adjustments are run in BINGO Manager, then the resulting itera.dat is imported back into Metashape to continue the workflow.
31000159367	How to transfer Metashape results to the Photomod photogrammetry suite using PAT-B format. In Metashape, cameras are exported in PAT-B (X-right, Y-up, with invalid matches and Transform-to-initial-calibration disabled and item labels enabled) and the calibration saved in x-cam format; the export produces the PATB .pro/.im/.con/.ori/.at files, which Photomod then imports as exterior orientation plus the x-cam calibration.
31000160468	How to process image groups from the Leica BLK3D Imager — a calibrated stereo camera with a tilt sensor that yields automatically scaled and oriented results. Using a car-accident dataset, it shows adding the folder with the Multi-camera system layout (so Metashape loads the stereo offsets), keeping the precalibrated values, aligning (watching for the [S]/[R] scaled/georeferenced marks), building the point cloud and mesh, and taking measurements with the Ruler.
31000153699	An overview of Metashape's stereoscopic viewing and on-screen measurement. It covers the supported display modes (Anaglyph, Hardware quad-buffered, Vertical/Horizontal split) and their Preferences setup, enabling Stereo Mode in the Model view after alignment, selecting and locking a stereo pair (Look Through, Professional only), the Object versus Terrain navigation modes, and measuring or vectorizing with the Ruler and the Draw Point/Polyline/Polygon tools.
31000157459	A short setup note for the Stealth3DMouse navigation controller: installing a virtual COM port, switching its number to COM3 in the Windows Device Manager advanced port settings, restarting, and then selecting COM3 for the device in Metashape's Navigation preferences (with a link to the manufacturer's driver).
31000159337	Describes the snapping aids for shape drawing and vectorization in Metashape Professional — Axis, Vertex and Edge snap — selected from the drawing tool's dropdown and engaged by holding Shift while drawing, with advice to assign hotkeys via Tools > Preferences > Customize for quick switching between modes.
31000162464	How to set up a 3D Spacemouse (HID-compliant) navigation controller on the Navigation tab of Metashape Preferences: enabling the HID-compliant controller, clicking Update to list connected devices, assigning functions to the controller buttons, and applying the changes.
31000170259	A guide to Metashape Professional's vectorization tools in the Model and Ortho views — Draw Polyline, Polygon and Point, plus Draw Rectangle in Ortho. It covers organizing shapes into layers (creating, renaming, setting a default), drawing over any surface, editing vertices (Insert/Delete Vertex, with Attach Markers disabled), the display differences between Model and Ortho (line thickness and fill), and exporting shapes to SHP, DXF, KML/KMZ, GeoJSON, GeoPackage or TXT.
31000160727	A guide to installing and configuring the free standalone Agisoft Viewer through its Preferences dialog: the General tab (interface language, dark/light theme, restrict-vertical-axis rotation, stereoscopic display mode, write-log-to-file), the Appearance tab (palette, fonts, margins), and the Navigation tab (3D controller). It also explains the performance options — Enable VBO support for smoother navigation of large clouds and meshes, and mipmap generation for textures.
31000160911	How to build animations in Agisoft Viewer using playlists. After a data layer is added, several playlists can be stored per project, a camera track (.path) created in Metashape can be imported, or the Slide Show button gives an automatic rotation around the Z-axis (so the model's exported orientation matters); per-playlist properties such as title, duration, looping and the default view can be set.
31000160912	Lists the input formats Agisoft Viewer can load (3D, raster and vector) and the .vpz/.3dv project formats it saves. It explains visualizing data via Add Layer, the requirement that raster orthomosaics and DEMs be georeferenced to a WGS84-convertible system with Show Base Map enabled, and how layer order on the Layers pane controls what draws on top.
31000161178	Covers the measurement and drawing tools in Agisoft Viewer (all measurements in meters): the Ruler, Calculate Profile (saveable to vector and raster formats), and Measure Volume — which reports boundary perimeter and area and the volume above, below and total against a best-fit, mean-level or custom base plane. It also describes the point/polyline/polygon drawing tools, which require a vector layer, and setting shape labels and attributes.
31000153479	The main masking reference: masks mark the image areas Metashape should ignore, so the background is masked rather than the object. It covers manual creation in Photo View with the selection tools (Intelligent Scissors, Magic Wand) and Add/Subtract/Invert selection, the three automatic methods (From Model, From Background, Automatic AI) and their parameters, exporting masks (single-channel or alpha-channel) and importing them (from alpha or file, with filename templates and union/intersection/difference operations), and where masks take effect — optional at Align Photos, always at Build Model and Build Texture.
31000158941	Explains strict volumetric masking, available when building the mesh directly from depth maps. Instead of masking the background on every image, the mesh can be reconstructed first and leftover textureless noise (the classic blob between fingers) suppressed with a single mask — each masked pixel tells the algorithm the ray through it must pass only through empty space, so it must be used carefully to avoid removing real geometry.
31000158967	Clarifies the difference between Apply masks to Key points and to Tie points during alignment. Key-point masking excludes masked areas from feature detection on each photo independently, while tie-point masking drops any tie point that is masked on even one image (removing the matched key points on all others) — which makes it possible to suppress a static background in turntable-style captures with just one or two masks, as demonstrated on an 80-photo dataset.
31000161958	Documents Agisoft's automatic_masking.py script (Metashape Professional 1.7.4 and later, on GitHub) for automatic background masking in turntable-style captures. It gives the Windows and Linux installation steps (pip-installing rembg/torch into Metashape's bundled Python, the Visual C++ build-tools workaround, and adding the script to auto-launch), then running it from Custom Menu > Automatic background masking — noting that the neural-network model downloads on first run.
31000162414	The workflow for generating masks from background images, suitable when the camera is fixed and the background static while the object rotates (or a multi-camera rig fires simultaneously), which requires an empty-background photo for each camera position. It explains importing masks with the From Background method and filename templates ({filename}.JPG for a multi-camera rig versus a single named file for a turntable), the Tolerance parameter, and choosing Apply masks to Key points (when all images are masked) versus Tie points — with a before/after comparison of alignment noise.
31000163388	How to generate masks from a rough 3D model when the object is static and the camera moves around it (example: a car wheel shot from two sides in separate chunks). A quick low-quality model is built and cropped precisely (the crop defines the mask edges), Generate Masks is run with the From Model method, then the chunks are merged and re-aligned from scratch with Apply masks to Key points before building the final model.
31000148855	A step-by-step guide to circular coded targets and scale bars: printing the target sheet (Tools > Markers > Print Markers), placing and sizing them in the scene (flat, with the central dot roughly 4-30 px), the four pattern types (12, 14, 16 and 20-bit), detecting them automatically with Detect Markers, and then creating scale bars between detected targets and entering their known distances on the Reference pane to scale the model.
31000148884	How to measure on a DEM/DTM in Metashape Professional via a shape's Measure command: reading a shape's coordinates (with Update Altitude to bring 2D shapes onto the surface), polyline/polygon perimeter and area (the 2D, 3D and fitted-2D distinctions), profiles along a polyline, and polygon volumes against a best-fit, mean-level or custom base plane — with results exportable to PDF/HTML reports and vector/raster formats.
31000156301	How to detect change between two DEMs of the same area by subtracting one from the other. It covers importing a DEM (GeoTIFF) or keeping several DEM instances per chunk, then using Tools > Transform DEM with the 'Calculate difference' option (selecting which DEM is subtracted) to produce a new difference-DEM layer — useful for tracking year-to-year or feature-level changes.
31000162602	How to scale a model with manually created scale bars when no coded targets or georeferencing are available. Two markers are placed at the bar's endpoints (each refined on at least three images), Create Scale Bar is used, the measured distance and its accuracy are entered on the Reference pane, and Update applied — recommending at least three bars, and explaining control versus check scale bars and how to verify the applied scale with the Ruler.
31000166942	How to measure the volume of a closed 3D mesh in Metashape Professional. The model must first be scaled or georeferenced and then made watertight with Tools > Model > Close Holes (volume returns 0 if holes remain); Measure Area and Volume then reports the volume in cubic meters and surface area in square meters.
31000170365	A tour of the Model-view measurement tools in Metashape Professional: the Ruler (active only on a scaled/georeferenced project, measuring along a multi-segment polyline with results echoed to the Console), the Measure Profile tool (2.0.1 and later, comparing point-cloud and DEM/basemap profiles with width and offset controls), shape-based Coordinates/Profile/Volume measurements on polygons, polylines and points, and Measure Elevation for marker altitude error.
31000148432	A reference that decodes Metashape's more cryptic error messages and their likely causes — Empty extent/camera list/surface (a misplaced bounding box or disabled cameras), Empty frame path (project not saved as PSX), Can't decompress depth (unstable RAM), Index Overflow (too-large point cloud for Arbitrary meshing), Null point cloud/model (a missing prerequisite asset), Media resource couldn't be resolved (missing video codecs), Some photos failed to align, and Zero resolution.
31000159037	A self-diagnosis checklist for unexpected crashes, BSODs or freezes before contacting support: submitting the crash report, updating to the latest Metashape, enabling Write Log to File, updating (or disabling unstable integrated Intel) GPU drivers, checking power supply, overheating and RAM (running Memtest86), and collecting Windows Event Viewer entries for metashape.exe.
31000160027	Troubleshooting processing failures that surface as GPU-driver errors. After noting which workflow steps use the GPU, it maps specific messages to fixes — for example create_cu_texture_code unknown error (30) by setting the main/gpu_enable_cuda tweak to False, CUDA_ERROR_UNKNOWN (999) and CL_OUT_OF_RESOURCES by a clean driver reinstall, CL_INVALID_OPERATION by switching the CUDA tweak back to True, and 'Can't select tile size' by freeing video memory.
31000160098	How to handle crashes that occur inside the GPU driver, organized by vendor: update (or, failing that, disable) integrated Intel HD graphics; update NVIDIA drivers or switch from CUDA to OpenCL via the main/gpu_enable_cuda tweak; update AMD drivers or launch in DirectX compatibility mode with metashape.exe --opengl angle. It also explains gathering the processing log and Windows Event Viewer entries for support.
31000163267	A catalogue of common Linux launch and runtime errors with fixes: glibc and OpenGL version requirements, video-import problems (missing GStreamer libav plugins, or an LD_PRELOAD libgmp workaround), and a long list of missing shared libraries (libgomp, libquadmath, libxcb-xinerama, libGLU, libffi) with the apt/yum packages that resolve them — plus the recommendation to use TurboVNC rather than GUI-over-SSH.
31000163280	Lists the Internet servers to allow through a firewall for Metashape's optional online features (all core processing is local). It enumerates the endpoints for Agisoft Cloud processing (account.agisoft.com, api.agisoft.com), base-map display (agisoft, tiles.agisoft, AWS S3, OpenStreetMap), and upload to online publishing platforms (Sketchfab, Cesium ion, Mapbox, 4DMapper, Picterra, PointBox, Pointscene).
31000148835	How to create camera tracks and render fly-through videos (Professional and Standard). It covers the automatic Horizontal and Vertical track presets (driven by the bounding box and a keyframe count), building a track manually by appending viewpoints, importing an FBX or .path track, reordering and dragging waypoints, recording the video (resolution, compression, frame rate via Capture), and saving the track to .path, CSV or KML.
31000157953	The Plan Mission workflow for capturing objects with complex geometry. After a quick overhead flight and a rough model, a take-off point is set, allowed/restricted no-fly zones are drawn, Detect Powerlines is optionally run, then Plan Mission (specifying camera, GSD or capture distance, overlap, safety distance and gimbal pitch limits) generates an optimized waypoint track exported as KML or CSV for drone apps like DJI Pilot or Litchi before the detailed mission is flown.
31000161295	How to use the Professional-only Detect Powerlines tool. It gives capture recommendations (three overlapping flight lines, wires about two pixels wide), then the workflow of aligning images and running Detect Powerlines with its parameters (use the mesh for visibility checks, Min altitude from DEM to reject roads and fences, tolerance and max vertices per line). Results are saved as three progressively filtered shape layers of 3D polylines that can be manually cleaned and exported.
31000162209	Explains point-cloud confidence: when Calculate point confidence is enabled in Build Point Cloud, each point stores how many depth maps contributed to it. Points can be colorized by confidence and filtered via Tools > Point Cloud > Filter by Confidence to a min/max range — noting that the filter only hides points (for navigation and editing); removing low-confidence points requires a manual delete, after which Reset Filter restores the view.
31000167986	Solves the problem of selection tools cutting through to the far side of a point cloud or mesh. It covers the Visible Selection tool (1.8.1 and later, which limits selection to what is visible), the Invert/Grow/Shrink/Reset selection options, and the Filter-by-Selection workflow to isolate and edit a region of the point cloud or model — warning that edits to the point cloud are ignored if the mesh is later built from depth maps rather than the cloud.
31000169660	How to add custom basemaps (Metashape Professional 2.0.2 and later, and Agisoft Viewer) for the Model and Ortho views. From the Basemap dropdown's Customize dialog, an XYZ tile service is added by Title and URL template ({x}/{y}/{z} and subdomain tokens, max zoom, optional HTTP headers), Web Mercator or Geodetic projection is chosen, and (from 2.2) an Earth/Moon/Mars terrain is selected for non-earth projects; basemap lists can be saved and imported as XML.
31000133910	A short hardware note: some older macOS versions need NVIDIA's separate CUDA driver pack installed (and a reboot) before the cards appear in Metashape's GPU preferences, whereas on macOS 10.14 Mojave and later — where CUDA is unsupported — Metashape automatically falls back to OpenCL for GPU processing on NVIDIA cards.
31000136920	Points to Agisoft's cloud-scripts GitHub repository, which provides configuration scripts to set up Ubuntu 16.04 on EC2 GPU instances so that Metashape's OpenGL GUI can run remotely through TurboVNC using VirtualGL.
31000145376	Troubleshooting for unresponsive navigation or a disappearing toolbar in the Photo and Ortho views, which is typically a GPU-driver compatibility issue. Suggested fixes are updating the GPU driver (NVIDIA 399.07 or later), rolling back to the 382 driver if that fails, or launching Metashape in ANGLE compatibility mode with metashape.exe --opengl angle (optionally via a modified shortcut).
31000150614	Covers GPU acceleration support: which stages use the GPU, the factors that drive performance (CUDA-core/shader count and VRAM), and the broad compatibility target (CUDA compute capability 2.0+ or OpenCL 1.1+ with SPIR). It includes a table of tested desktop NVIDIA/AMD cards and how to configure devices in the GPU preferences (enable discrete GPUs, when to use the CPU flag), plus the driver/hardware requirements for Vulkan-based texture blending.
31000157329	Benchmark tables of processing time and peak memory for each workflow stage at High/Medium/Low quality, measured in Metashape Professional 1.7.2 on a fixed node (32 vCPU, two Tesla M60 GPUs, 240 GB RAM). It reports two reference datasets — a 920-image Wingtra aerial survey and a 772-image DJI Phantom 4 RTK close-range project — to give a sense of expected runtimes and RAM needs.
31000158928	A one-line compatibility note: Metashape natively supports the Apple M1 architecture from version 1.8 onward; earlier versions can only run on M1 through Rosetta translation.
31000172512	A guide to choosing a computer for Metashape, covering each component: SSD or fast-NAS storage, RAM (32-64 GB, with notes on frequency stability and Memtest86), CPU (6-32 high-frequency cores judged on combined single- and multi-thread Cinebench scores), and GPU (a discrete high-end consumer card chosen on VRAM and single-precision TFLOPS, with multi-GPU and Apple Silicon advice). It also lists minimal and recommended configurations and stresses good cooling.
31000149337	The foundational image-capture guide: recommended camera settings (high resolution, 20-80 mm equivalent focal length, the right camera type so Brown's distortion model fits, low ISO, f/8-f/11 aperture, a fast-enough shutter, RAW converted to TIFF), capture principles (60/80 overlap, filling the frame, diffuse glare-free lighting, minimizing blind zones, at least ten evenly spread GCPs, markers/scale bars for measurement), and the rule never to crop or geometrically transform images. It also explains how EXIF drives the initial focal-length/pixel-size estimate and the fallback 50 mm assumption when EXIF is missing.
31000149338	Aerial-survey capture recommendations broken down by terrain. After general advice (60/80 overlap, plenty of images, avoid all-day flights where shadows shift, use cross-cross routes and GCPs), it gives terrain-specific rules: forests (fly above 300 m, in leaf-on season), urban areas (cross flights and oblique/multi-camera rigs for walls, avoid shiny materials in sun), water bodies (keep a 50/50 land/water ratio, multiple altitudes, avoid bright sun), and mountains (plan with an elevation model, fly above 100 m, use multiple altitudes).
31000149339	Terrestrial capture guidance for buildings and isolated objects. General tips include keeping camera inclination under 45 degrees, flying parallel and close to the surface, adding survey markers when the drone lacks precise positioning, and shooting on cloudy days; building-specific advice covers extra overlap at corners, polarizing filters for reflective facades, and adding unique markers where walls look alike; for isolated objects such as statues it recommends masking irrelevant background.
31000149340	A Q&A on close-range object scanning: which objects are unsuitable (untextured, reflective, transparent), lens choice (fixed 20-80 mm, tape down zoom rings, fisheye type for wide angles), and exposure (f/8-f/11, low ISO, constant diffuse lighting without flash). It also covers the turntable scenario — applying masks and shooting a blank background frame — using a tripod and remote for macro work, and masking unwanted foreground or moving objects.
31000149341	Capture advice for full-body and head scanning. It recommends a rig of synchronized cameras (since a person cannot hold still) or, with a single camera, moving along a spiral/circular path while covering blind spots like hands, ears and nose. It also stresses diffuse lighting, a background that contrasts with the subject, and subject preparation — a textured hat for hair, avoiding black/monotone/reflective clothing, and removing glasses.
31000158435	Tips for the difficult conditions of underwater surveys: plan carefully, capture extra images, wait for calm water and bright or artificial light to extend visibility, and follow a snake or spiral route. It also covers setting focal length and sensor pixel size manually when EXIF is absent (for example from video), using the Components concept (1.7+) to analyze how alignment grouped cameras, and trying Sequential-then-Estimated reference preselection for single-line camera tracks.
31000163324	Recommendations for capturing building interiors: camera settings (a real digital camera rather than a phone, a fixed wide-angle lens, low ISO, maximum resolution, a tripod, no cropping) and a capture scenario of walking along a wall shooting the opposite wall rather than rotating from the room center. It addresses textureless walls, 60-70% overlap, linking adjacent rooms through open doors, stairs and ceilings, and using a polarizing filter for windows and reflective surfaces.
31000135266	Explains that DEMs exported from Metashape are floating-point TIFFs that ordinary image viewers cannot read, so they should be opened in GIS applications such as Global Mapper or QGIS. To save instead a viewable false-color RGB representation (as shown in the Ortho view), use the Palette option in the Raster Transform section of the Export DEM dialog.
31000135267	A fix for a model exporting without its texture (notably in MeshLab): first ensure a texture was built via Build Texture and that Save Texture is enabled in the Export Model dialog, and if it still fails, use a short filename (under eight characters, no Unicode), which MeshLab requires to load the texture.
31000135268	A short troubleshooting note for 3D PDF export: view the file in a 3D-PDF-capable reader such as the latest Adobe Acrobat Reader, and keep the model within the recommended 50,000-200,000 polygons and a texture atlas no larger than 4096 pixels.
31000135270	Covers image-format limits when exporting large orthomosaics: TIFF cannot exceed 4 GB and JPEG is limited to 65,535 pixels per side. The workarounds are to lower the export resolution, use the Split in blocks option in the Export Orthomosaic dialog, or enable the BigTIFF option for TIFF export.
31000162008	Explains that the Set Brightness dialog adjusts brightness/contrast only for on-screen display in the Model and Ortho views and is not applied on export. To bake corrections into an exported orthomosaic the Raster Calculator must be used with per-channel transform formulas (it gives the formulas relating percentage brightness/contrast, and the auto-detected Min/Max values, to the calculation), then exported with the Index Color raster-transform option — with worked RGB and thermal (LWIR) examples.
31000162477	Diagnoses the 'blocky'/ripple mesh effect that appears when a georeferenced model is exported in a coordinate system with very large Easting/Northing values, because many third-party viewers store coordinates in 8-significant-digit floats and truncate them. The fixes are to enter SHIFT values in the Export Model dialog (or click Load default) to subtract a fixed offset, or to export in Local Coordinates, which preserves scale and axis orientation.
31000162627	A fix for Import Video failures, which stem from missing system codecs (Metashape uses the OS codecs to extract frames). On Windows the 'Media resource couldn't be resolved' error is resolved by installing the K-Lite Codec Pack; on Windows Server the Desktop Experience / Windows Media feature must additionally be enabled.
31000153952	How to use a normal map so a decimated low-poly model looks like the high-poly original (for example, for fast Sketchfab uploads). The detailed model is built, a decimated copy is made (Decimate Model), then Build Texture is run on the low-poly model with the high-poly model as the source to bake the normal map, and the diffuse texture transferred using the Keep UV mapping mode.
31000154587	Describes the four texture types Metashape can build in the Build Texture dialog: the Diffuse map (surface color, from images or another mesh), the Occlusion/ambient-occlusion map (a grayscale exposure-to-ambient-light map computed from geometry), the Normal map (encodes surface normals from detailed geometry to fake fine detail), and the Displacement map (a grayscale height field).
31000158376	Documents Agisoft De-Lighter, a free standalone tool that removes cast shadows and ambient occlusion from a model's texture using rough lit/shadow brush strokes (no extra maps needed, optimized for 8-bit JPEG textures). It covers importing a textured model, marking up illumination, Preview versus Process, artifact-suppression parameters, region exclusion and shadow-scale maps, the separate Remove Shading/AO mode, and exporting (including the .dlz project format and Sketchfab upload).
31000158881	Introduces a neural style-transfer script (Metashape Professional 1.6 only, on GitHub) that restyles a 3D model's texture using a reference style image via TensorFlow. It lists prerequisites (a capable NVIDIA GPU with ample VRAM, CUDA/cuDNN), Windows and Ubuntu installation steps, and how to run it from the Custom menu — noting it is VRAM-hungry, freezes the UI while running, and needs a restart afterward.
31000158885	Covers the built-in Remove Lighting tool (Tools > Mesh > Remove Lighting), which smooths the light and dark sides of a model captured under soft lighting and can optionally compensate ambient occlusion using a supplied AO map. It explains the Single- versus Multi-color modes, the Aggressive preset for rocks, and the recommendation to duplicate the model first — noting that delighting strong cast shadows is not supported (use the standalone De-Lighter for those).
31000162210	Explains the View Texture Mapping (UV) dialog for judging texture-atlas quality. Each View option visualizes a property — Color, Diffuse map, Scaling, Overlap and Resolution — alongside Statistics, with guidance such as a Fill ratio above 70% indicating a well-packed atlas and an ideal Overlap of 0; each page can be saved out for inspection.
